price,city,district,type,listing_type
454900, Bratislava-Staré Mesto,Bratislava,4 izbový byt,sale
138000, Piešťany,Piešťany,2 izbový byt,sale
1970, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
2200, Bratislava-Nové Mesto,Bratislava,Rodinný dom,rent
165000,Horný Bar,Dunajská,Rodinný dom,sale
205000,Malacky,Malacky,Rodinný dom,sale
205000,Senica,Senica,Rodinný dom,sale
479000,Lehnice,Dunajská,Rodinný dom,sale
148000, Bratislava-Ružinov,Bratislava,Obchodné priestory,sale
699, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
148000, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",sale
650, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
550, Bratislava-Nové Mesto,Bratislava,2 izbový byt,rent
430000,Štiavnické Bane,Banská,Rekreačný pozemok,sale
299990,Blahová,Dunajská,Rodinný dom,sale
561600, Bratislava-Nové Mesto,Bratislava,Pozemok pre rodinné domy,sale
196000, Stupava,Malacky,2 izbový byt,sale
1190, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
599000, Bratislava-Devínska Nová Ves,Bratislava,4 izbový byt,sale
990, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
274900, Bratislava-Staré Mesto,Bratislava,1 izbový byt,sale
649900, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
539900, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
468000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
899000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
1500, Bratislava-Nové Mesto,Bratislava,Rodinný dom,rent
1100, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
1100, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
799000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
2000, Bratislava-Staré Mesto,Bratislava,Rodinný dom,rent
515000, Bratislava-Karlova Ves,Bratislava,5 a viac izbový byt,sale
115000, Bratislava-Devínska Nová Ves,Bratislava,Pozemok pre rodinné domy,sale
470000, Bratislava-Devínska Nová Ves,Bratislava,Pozemok pre rodinné domy,sale
208000, Bratislava-Devínska Nová Ves,Bratislava,3 izbový byt,sale
117000, Bratislava-Ružinov,Bratislava,1 izbový byt,sale
800, Bratislava-Devínska Nová Ves,Bratislava,3 izbový byt,rent
30000, Bratislava-Devínska Nová Ves,Bratislava,Záhrada,sale
170500, Trnava,Trnava,2 izbový byt,sale
165000, Bratislava-Podunajské Biskupice,Bratislava,2 izbový byt,sale
105000, Bratislava-Devínska Nová Ves,Bratislava,Pozemok pre rodinné domy,sale
369000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
1450, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
379000, Senec,Senec,Rodinný dom,sale
790, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
95000, Bratislava-Devínska Nová Ves,Bratislava,Rekreačný pozemok,sale
310000, Bratislava-Nové Mesto,Bratislava,2 izbový byt,sale
590000, Bratislava-Petržalka,Bratislava,5 a viac izbový byt,sale
410000, Kalinkovo,Senec,Rodinný dom,sale
259990, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
229000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
389000, Chorvátsky Grob,Senec,Rodinný dom,sale
275000, Rovinka,Senec,3 izbový byt,sale
298000, Bratislava-Karlova Ves,Bratislava,4 izbový byt,sale
248000, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
600, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
398000,Banská Bystrica,Banská,Rodinný dom,sale
199000,Bratislava-Petržalka,Bratislava,Loft,sale
710, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
899000, Bratislava-Staré Mesto,Bratislava,Rodinný dom,sale
299000,Lipovce,Prešov,"Chata, drevenica, zrub",sale
460, Bratislava-Petržalka,Bratislava,1 izbový byt,rent
700, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
1400, Bratislava-Petržalka,Bratislava,"Kancelárie, administratívne priestory",rent
284000, Stupava,Malacky,5 a viac izbový byt,sale
244900, Bernolákovo,Senec,Rodinný dom,sale
1, Ľubotice,Prešov,Priestor pre sklad,rent
262500, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
445000, Malacky,Malacky,4 izbový byt,sale
228000,Žilina,Žilina,2 izbový byt,sale
440000, Bratislava-Vrakuňa,Bratislava,Rodinný dom,sale
990000, Bratislava-Staré Mesto,Bratislava,4 izbový byt,sale
864000, Bratislava-Nové Mesto,Bratislava,Rodinný dom,sale
429900, Bratislava-Staré Mesto,Bratislava,2 izbový byt,sale
690, Bratislava-Staré Mesto,Bratislava,1 izbový byt,rent
900, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
620, Bratislava-Petržalka,Bratislava,2 izbový byt,rent
1100, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
152900, Piešťany,Piešťany,1 izbový byt,sale
194900, Piešťany,Piešťany,2 izbový byt,sale
295900, Piešťany,Piešťany,3 izbový byt,sale
555900, Piešťany,Piešťany,4 izbový byt,sale
199500,Kotešová,Bytča,Rodinný dom,sale
126000, Košice-Nad jazerom,Košice,2 izbový byt,sale
208000,Andovce,Nové,Rodinný dom,sale
210000, Bratislava-Rača,Bratislava,2 izbový byt,sale
56000, Bratislava-Dúbravka,Bratislava,Záhrada,sale
199000, Hviezdoslavov,Dunajská,Rodinný dom,sale
204500, Bratislava-Nové Mesto,Bratislava,2 izbový byt,sale
245267.33, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
790, Bratislava-Petržalka,Bratislava,2 izbový byt,rent
135000, Bratislava-Ružinov,Bratislava,"Chata, drevenica, zrub",sale
225000, Bratislava-Vrakuňa,Bratislava,2 izbový byt,sale
257500, Bratislava-Nové Mesto,Bratislava,2 izbový byt,sale
650, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
32000, Bratislava-Ružinov,Bratislava,Garáž,sale
89900, Bratislava-Podunajské Biskupice,Bratislava,Záhrada,sale
120000,Rišňovce,Nitra,3 izbový byt,sale
95000,Svätoplukovo,Nitra,Pozemok pre rodinné domy,sale
59900,Nitra,Nitra,Pozemok pre rodinné domy,sale
359000,Nitra,Nitra,Rodinný dom,sale
359000, Komjatice,Nové,Rodinný dom,sale
255000, Bratislava-Dúbravka,Bratislava,4 izbový byt,sale
205000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
115000,Banská Bystrica,Banská,Obchodné priestory,sale
550, Bratislava-Petržalka,Bratislava,2 izbový byt,rent
216900, Hubice,Dunajská,Rodinný dom,sale
615000, Bratislava-Ružinov,Bratislava,4 izbový byt,sale
399000, Bratislava-Podunajské Biskupice,Bratislava,Rodinný dom,sale
280000, Slovenský Grob,Pezinok,4 izbový byt,sale
190, Bratislava-Staré Mesto,Bratislava,Garáž,rent
274900, Bratislava-Nové Mesto,Bratislava,3 izbový byt,sale
599000, Bratislava-Nové Mesto,Bratislava,4 izbový byt,sale
539000, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
269000, Bratislava-Nové Mesto,Bratislava,3 izbový byt,sale
669000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
255000, Bratislava-Staré Mesto,Bratislava,2 izbový byt,sale
950, Bratislava-Staré Mesto,Bratislava,2 izbový byt,rent
349900, Bratislava-Dúbravka,Bratislava,3 izbový byt,sale
357900, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
270, Nitra,Nitra,"Kancelárie, administratívne priestory",rent
490, Nitra,Nitra,"Kancelárie, administratívne priestory",rent
429500, Miloslavov,Senec,Rodinný dom,sale
566000,Košice-Krásna,Košice,Rodinný dom,sale
249000,Kokšov-Bakša,Košice,Rodinný dom,sale
690, Bratislava-Petržalka,Bratislava,2 izbový byt,rent
540, Bratislava-Ružinov,Bratislava,Garsónka,rent
225.39, Žilina,Žilina,"Kancelárie, administratívne priestory",rent
335000, Hronsek,Banská,Rodinný dom,sale
500, Martin,Martin,2 izbový byt,rent
500, Bratislava-Petržalka,Bratislava,Garsónka,rent
250000,Šolta,,3 izbový byt,sale
375000, Bratislava-Vrakuňa,Bratislava,Rodinný dom,sale
350000, Bratislava-Vrakuňa,Bratislava,Rodinný dom,sale
600, Bratislava-Staré Mesto,Bratislava,Garsónka,rent
430, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",rent
1193, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",rent
60, Bratislava-Petržalka,Bratislava,Garáž,rent
253.75, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",rent
134.4, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",rent
450, Bratislava-Ružinov,Bratislava,"Kancelárie, administratívne priestory",rent
377200, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
234937, Bratislava-Rača,Bratislava,2 izbový byt,sale
221695, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
165900, Dunajská Streda,Dunajská,3 izbový byt,sale
450, Bratislava-Rača,Bratislava,1 izbový byt,rent
449900, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
590000, Bratislava-Vrakuňa,Bratislava,Rodinný dom,sale
396000,Hrachovište,Nové,Vidiecky dom,sale
264900, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
255000, Pezinok,Pezinok,3 izbový byt,sale
566600, Bratislava-Karlova Ves,Bratislava,4 izbový byt,sale
267500, Pezinok,Pezinok,3 izbový byt,sale
1000, Pezinok,Pezinok,3 izbový byt,rent
800, Bratislava-Karlova Ves,Bratislava,3 izbový byt,rent
600, Bratislava-Devínska Nová Ves,Bratislava,1 izbový byt,rent
889900, Bratislava-Záhorská Bystrica,Bratislava,Rodinný dom,sale
165000,Horný Bar,Dunajská,Rodinný dom,sale
590, Bratislava-Rača,Bratislava,2 izbový byt,rent
118000, Brezno,Brezno,3 izbový byt,sale
4500, Bratislava-Petržalka,Bratislava,1 izbový byt,sale
4300, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
4300, Bratislava-Petržalka,Bratislava,4 izbový byt,sale
4300, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
2600, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
2090, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
3090, Bratislava-Staré Mesto,Bratislava,5 a viac izbový byt,rent
2190, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
146900, Leopoldov,Hlohovec,2 izbový byt,sale
159900, Modra,Pezinok,3 izbový byt,sale
228000, Malinovo,Senec,3 izbový byt,sale
155000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
399900, Bratislava-Nové Mesto,Bratislava,4 izbový byt,sale
550, Bratislava-Staré Mesto,Bratislava,Garsónka,rent
221900, Bernolákovo,Senec,4 izbový byt,sale
433.08, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
174900, Skalica,Skalica,3 izbový byt,sale
169000, Pezinok,Pezinok,2 izbový byt,sale
339000, Šamorín,Dunajská,Rodinný dom,sale
379000, Šamorín,Dunajská,Rodinný dom,sale
109000, Šamorín,Dunajská,Pozemok pre rodinné domy,sale
379000, Šamorín,Dunajská,Rodinný dom,sale
89900,Bodíky,Dunajská,"Chalupa, rekreačný domček",sale
184900, Dolný Bar,Dunajská,Rodinný dom,sale
99900,Zlaté Klasy,Dunajská,3 izbový byt,sale
65990, Dobrohošť,Dunajská,Záhrada,sale
189900, Šamorín,Dunajská,3 izbový byt,sale
235000,Lubina,Nové,Rodinný dom,sale
457000, Šamorín,Dunajská,Pozemok pre rodinné domy,sale
266000, Lehnice,Dunajská,Rodinný dom,sale
790, Bratislava-Ružinov,Bratislava,Obchodné priestory,rent
479000,Smrečany,Liptovský,Rodinný dom,sale
124990,Trenčianske Stankovce,Trenčín,2 izbový byt,sale
215000, Rovinka,Senec,3 izbový byt,sale
310000, Bratislava-Staré Mesto,Bratislava,2 izbový byt,sale
198000,Vojka nad Dunajom,Dunajská,Rodinný dom,sale
245000, Nitra,Nitra,Rodinný dom,sale
217987, Bratislava-Devínska Nová Ves,Bratislava,2 izbový byt,sale
368000, Čadca,Čadca,Rodinný dom,sale
330000, Bratislava-Podunajské Biskupice,Bratislava,Rodinný dom,sale
415000,Edelstalerstraße,,Rodinný dom,sale
227500, Dunajská Streda,Dunajská,Rodinný dom,sale
209000, Vydrany,Dunajská,Rodinný dom,sale
209000, Dunajská Streda,Dunajská,Rodinný dom,sale
640, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
399900, Budmerice,Pezinok,Rodinný dom,sale
539000,Bratislava-Petržalka,Bratislava,4 izbový byt,sale
269000, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
142000, Bratislava-Podunajské Biskupice,Bratislava,1 izbový byt,sale
1250, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
750, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
360000, Nitra,Nitra,Komerčná zóna,sale
229000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
850, Bratislava-Nové Mesto,Bratislava,3 izbový byt,rent
900, Bratislava-Ružinov,Bratislava,3 izbový byt,rent
139000,Hrašovík,Košice,Pozemok pre rodinné domy,sale
39990,Štúrovo,Nové,"Chalupa, rekreačný domček",sale
223000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
110000, Liptovský Mikuláš,Liptovský,Pozemok pre rodinné domy,sale
200000, Bobrovec,Liptovský,Rodinný dom,sale
180000, Bobrovec,Liptovský,Pozemok pre rodinné domy,sale
459900, Bratislava-Devínska Nová Ves,Bratislava,4 izbový byt,sale
599900,Ivachnová,Ružomberok,Pozemok pre bytovú výstavbu,sale
389900, Bratislava-Nové Mesto,Bratislava,3 izbový byt,sale
630, Žilina,Žilina,2 izbový byt,rent
38000,Čaňa,Košice,Záhrada,sale
315000, Tomášov,Senec,Rodinný dom,sale
139000,Sečovce,Trebišov,Rodinný dom,sale
559900, Malinovo,Senec,Rodinný dom,sale
259863, Žilina,Žilina,3 izbový byt,sale
189900, Piešťany,Piešťany,4 izbový byt,sale
750, Bratislava-Petržalka,Bratislava,3 izbový byt,rent
220500,Sľažany,Zlaté,Rodinný dom,sale
214000, Levice,Levice,Rodinný dom,sale
299990,Chorvátsky Grob,Senec,Rodinný dom,sale
700,Vlčkovce,Trnava,2 izbový byt,rent
1250,Bratislava-Ružinov,Bratislava,3 izbový byt,rent
189900, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
480000, Košice-Sever,Košice,Rodinný dom,sale
95000, Pezinok,Pezinok,"Chalupa, rekreačný domček",sale
199000, Bratislava-Ružinov,Bratislava,Pozemok pre rodinné domy,sale
300000, Bratislava-Staré Mesto,Bratislava,"Kancelárie, administratívne priestory",sale
255000,Rajka,,Rodinný dom,sale
255000, Prešov,Prešov,Rodinný dom,sale
650, Bratislava-Petržalka,Bratislava,2 izbový byt,rent
210000, Žilina,Žilina,4 izbový byt,sale
256000, Žilina,Žilina,2 izbový byt,sale
550000, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
420000, Bratislava-Staré Mesto,Bratislava,5 a viac izbový byt,sale
250, Hrnčiarovce nad Parnou,Trnava,Pozemok pre rodinné domy,sale
263000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
209990, Bratislava-Karlova Ves,Bratislava,3 izbový byt,sale
1450, Bratislava-Staré Mesto,Bratislava,3 izbový byt,rent
770, Bratislava-Nové Mesto,Bratislava,2 izbový byt,rent
750,Bratislava-Nové Mesto,Bratislava,2 izbový byt,rent
85512,Plavecké Podhradie,Malacky,Pozemok pre rodinné domy,sale
199900, Borský Mikuláš,Senica,Rodinný dom,sale
294900, Senec,Senec,"Chalupa, rekreačný domček",sale
35000,Heideweg,,Záhradná chatka,sale
800, Košice-Staré Mesto,Košice,2 izbový byt,rent
225000,Bratislava-Dúbravka,Bratislava,3 izbový byt,sale
195000, Bratislava-Podunajské Biskupice,Bratislava,2 izbový byt,sale
109500,Martin,Martin,2 izbový byt,sale
620000, Chorvátsky Grob,Senec,Rodinný dom,sale
299000, Ivanka pri Dunaji,Senec,Rodinný dom,sale
429000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
1749000,Omšenie,Trenčín,Objekt pre obchod,sale
205990, Rovinka,Senec,2 izbový byt,sale
329600, Bratislava-Nové Mesto,Bratislava,4 izbový byt,sale
199990, Bratislava-Vrakuňa,Bratislava,4 izbový byt,sale
2640,Hrádok,Nové,Pozemok pre rodinné domy,sale
149500, Bratislava-Dúbravka,Bratislava,1 izbový byt,sale
269000, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
134990,Vyšný Klátov,Košice,Pozemok pre rodinné domy,sale
738000,Bratislava-Dúbravka,Bratislava,Rodinný dom,sale
180000, Bratislava-Podunajské Biskupice,Bratislava,2 izbový byt,sale
150000,Báč,Dunajská,Rodinný dom,sale
333000, Vysoké Tatry,Poprad,3 izbový byt,sale
437000, Bratislava-Staré Mesto,Bratislava,2 izbový byt,sale
439000, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
28500, Bratislava-Nové Mesto,Bratislava,Garáž,sale
549500, Bratislava-Ružinov,Bratislava,4 izbový byt,sale
599000, Banská Bystrica,Banská,Rodinný dom,sale
800, Bratislava-Jarovce,Bratislava,2 izbový byt,rent
125000, Dolný Vadičov,Kysucké,Záhradná chatka,sale
339000, Bratislava-Nové Mesto,Bratislava,Obchodné priestory,sale
895000, Senec,Senec,Rodinný dom,sale
395000, Bratislava-Vrakuňa,Bratislava,4 izbový byt,sale
69000, Levice,Levice,Pozemok pre rodinné domy,sale
158900, Bratislava-Rača,Bratislava,3 izbový byt,sale
303000, Bratislava-Rusovce,Bratislava,Rodinný dom,sale
1190000, Bratislava-Staré Mesto,Bratislava,5 a viac izbový byt,sale
320000, Pezinok,Pezinok,Rodinný dom,sale
769900, Pezinok,Pezinok,Rodinný dom,sale
2500, Pezinok,Pezinok,Rodinný dom,rent
550000, Bratislava-Podunajské Biskupice,Bratislava,Rodinný dom,sale
429000, Bratislava-Podunajské Biskupice,Bratislava,Rodinný dom,sale
260000, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
155000,Víztorony utca,,3 izbový byt,sale
150000, Liptovský Mikuláš,Liptovský,2 izbový byt,sale
218000, Liptovský Mikuláš,Liptovský,3 izbový byt,sale
295000, Bratislava-Staré Mesto,Bratislava,"Kancelárie, administratívne priestory",sale
294900, Senec,Senec,Rodinný dom,sale
169990, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
287400, Vojka nad Dunajom,Dunajská,Rodinný dom,sale
135000, Dunajská Streda,Dunajská,3 izbový byt,sale
128800, Zohor,Malacky,Pozemok pre rodinné domy,sale
390000, Zálesie,Senec,Rodinný dom,sale
360000, Nové Mesto nad Váhom,Nové,Rodinný dom,sale
243500, Štiavnické Bane,Banská,Rodinný dom,sale
41680, Hodruša-Hámre,Žarnovica,Pozemok pre rodinné domy,sale
385000,Slovenský Grob,Pezinok,Rodinný dom,sale
549000, Borinka,Malacky,Rodinný dom,sale
174000, Senec,Senec,3 izbový byt,sale
306423, Žilina,Žilina,3 izbový byt,sale
242000, Senec,Senec,3 izbový byt,sale
880000, Bratislava-Rača,Bratislava,Rodinný dom,sale
410000, Bratislava-Ružinov,Bratislava,2 izbový byt,sale
175000, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
269900, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
156570, Miloslavov,Senec,Pozemok pre rodinné domy,sale
359000,Bremsiedlung,,Rodinný dom,sale
1302400, Bratislava-Nové Mesto,Bratislava,Pozemok pre rodinné domy,sale
279000, Bratislava-Nové Mesto,Bratislava,3 izbový byt,sale
595000,Chorvátsky Grob,Senec,Rodinný dom,sale
97000,Lučenec,Lučenec,3 izbový byt,sale
116500,Kremnica,Žiar,3 izbový byt,sale
137000,Tekovská Breznica,Žarnovica,Rodinný dom,sale
162990,Volkovce,Zlaté,Rodinný dom,sale
246591, Piešťany,Piešťany,3 izbový byt,sale
369963, Senec,Senec,Rodinný dom,sale
119900, Turčianska Štiavnička,Martin,1 izbový byt,sale
750, Bratislava-Dúbravka,Bratislava,3 izbový byt,rent
580, Bratislava-Nové Mesto,Bratislava,1 izbový byt,rent
365000,Nové Zámky,Nové,Rodinný dom,sale
219000,Senec,Senec,3 izbový byt,sale
269900, Liptovský Mikuláš,Liptovský,Rodinný dom,sale
305000, Veľká Lomnica,Kežmarok,Rodinný dom,sale
183000, Žilina,Žilina,2 izbový byt,sale
175000, Rovinka,Senec,2 izbový byt,sale
990000, Bratislava-Vrakuňa,Bratislava,Rodinný dom,sale
275000, Kráľová pri Senci,Senec,Rodinný dom,sale
850, Bratislava-Ružinov,Bratislava,3 izbový byt,rent
99900,Moravské Lieskové,Nové,Rodinný dom,sale
190000, Sokolovce,Piešťany,Rodinný dom,sale
143000,Lubina,Nové,Rodinný dom,sale
245000, Dunajská Streda,Dunajská,Rodinný dom,sale
309000, Dunajská Streda,Dunajská,Rodinný dom,sale
159000, Dunajská Streda,Dunajská,3 izbový byt,sale
185000, Dunajská Streda,Dunajská,Rodinný dom,sale
329000, Hrubá Borša,Senec,Rodinný dom,sale
228000, Dunajská Streda,Dunajská,Rodinný dom,sale
259000, Bratislava-Podunajské Biskupice,Bratislava,Rodinný dom,sale
453870, Dunajská Streda,Dunajská,3 izbový byt,sale
290000, Vydrany,Dunajská,Rodinný dom,sale
135000, Vaďovce,Nové,Rodinný dom,sale
330000, Nová Dedinka,Senec,Rodinný dom,sale
391000, Šamorín,Dunajská,Rodinný dom,sale
265000, Dunajská Streda,Dunajská,Rodinný dom,sale
249900, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
159000, Stupava,Malacky,2 izbový byt,sale
345000, Šamorín,Dunajská,Rodinný dom,sale
299000, Dunajská Streda,Dunajská,Rodinný dom,sale
169000, Bratislava-Rača,Bratislava,Rekreačný pozemok,sale
290000, Bratislava-Podunajské Biskupice,Bratislava,3 izbový byt,sale
509000, Ivanka pri Dunaji,Senec,Rodinný dom,sale
99500, Veľké Leváre,Malacky,Rodinný dom,sale
610, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
229900, Bratislava-Petržalka,Bratislava,2 izbový byt,sale
450, Bratislava-Petržalka,Bratislava,Garsónka,rent
699000,Trnava,Trnava,Rodinný dom,sale
234990, Bratislava-Dúbravka,Bratislava,3 izbový byt,sale
274990,Slovenský Grob,Pezinok,3 izbový byt,sale
257500,Stupava,Malacky,Pozemok pre rodinné domy,sale
337990,Bratislava-Vajnory,Bratislava,4 izbový byt,sale
165000, Pezinok,Pezinok,2 izbový byt,sale
2970000, Kolíňany,Nitra,Administratívny objekt,sale
285000,Banská Štiavnica,Banská,Rodinný dom,sale
172000, Solčany,Topoľčany,Rodinný dom,sale
560, Bratislava-Ružinov,Bratislava,2 izbový byt,rent
315000, Bratislava-Ružinov,Bratislava,Administratívny objekt,sale
204000,Nitrianske Hrnčiarovce,Nitra,2 izbový byt,sale
190000,Rogoznica,,Apartmán,sale
1120, Bratislava-Rača,Bratislava,3 izbový byt,rent
250000, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
1190, Bratislava-Staré Mesto,Bratislava,4 izbový byt,rent
160000, Prievidza,Prievidza,Pozemok pre rodinné domy,sale
289900, Bratislava-Petržalka,Bratislava,3 izbový byt,sale
459000, Nitra,Nitra,Rodinný dom,sale
224000, Zlaté Moravce,Zlaté,Rodinný dom,sale
311900, Moravany nad Váhom,Piešťany,Rodinný dom,sale
224, Bratislava-Nové Mesto,Bratislava,3 izbový byt,rent
131000, Veľký Šariš,Prešov,2 izbový byt,sale
285000, Košice-Západ,Košice,3 izbový byt,sale
452000,Kittsee,,Rodinný dom,sale
349900, Kvetoslavov,Dunajská,Rodinný dom,sale
130000,Dunajská Streda,Dunajská,3 izbový byt,sale
850, Bratislava-Ružinov,Bratislava,3 izbový byt,rent
160000, Vojka nad Dunajom,Dunajská,3 izbový byt,sale
107000,Mojmírovce,Nitra,Rodinný dom,sale
129500, Bratislava-Petržalka,Bratislava,Garsónka,sale
269000, Stupava,Malacky,Rodinný dom,sale
269000, Stupava,Malacky,3 izbový byt,sale
212000,Košice-Sídlisko KVP,Košice,3 izbový byt,sale
204990, Košice-Západ,Košice,3 izbový byt,sale
399999, Vrútky,Martin,Rodinný dom,sale
301999, Horná Potôň,Dunajská,Rodinný dom,sale
333000, Bratislava-Staré Mesto,Bratislava,3 izbový byt,sale
244900, Bratislava-Staré Mesto,Bratislava,2 izbový byt,sale
359900, Bratislava-Ružinov,Bratislava,3 izbový byt,sale
147600, Senec,Senec,Pozemok pre rodinné domy,sale
450000, Nitra,Nitra,Rodinný dom,sale
375000,Nitra,Nitra,Rodinný dom,sale
340000,Nitra,Nitra,Rodinný dom,sale
137760, Nitra,Nitra,Pozemok pre rodinné domy,sale
1276000, Zvolen,Zvolen,Komerčná zóna,sale
185000, Prašník,Piešťany,Rodinný dom,sale
199900, Dolná Lehota,Brezno,"Chalupa, rekreačný domček",sale
329000,Šarišské Bohdanovce,Prešov,Rodinný dom,sale
123000, Bratislava-Rača,Bratislava,Rodinný dom,sale
123000, Bratislava-Rača,Bratislava,"Chata, drevenica, zrub",sale
165000, Hlohovec,Hlohovec,4 izbový byt,sale
173000, Piešťany,Piešťany,3 izbový byt,sale
250163, Žilina,Žilina,3 izbový byt,sale
458850, Marianka,Malacky,Pozemok pre rodinné domy,sale
195000, Bratislava-Staré Mesto,Bratislava,Obchodné priestory,sale
800, Púchov,Púchov,Obchodné priestory,rent
234, Púchov,Púchov,"Kancelárie, administratívne priestory",rent
299800, Púchov,Púchov,Rodinný dom,sale
